"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"03/19/2025","54","PM2.5","North Birmingham","01-073-0023","AQS","3","45","24","54","15"
"03/20/2025","52","PM2.5","Tarrant Elementary School","01-073-6002","AQS","3","32","16","52","23"
"03/21/2025","52","PM2.5","North Birmingham","01-073-0023","AQS","8","45","19","52","31"
"03/22/2025","63","PM2.5","North Birmingham","01-073-0023","AQS","9","61","31","63","45"
"03/23/2025","69","PM2.5","North Birmingham","01-073-0023","AQS","10","54","41","69","32"
"03/24/2025","41","Ozone","Leeds","01-073-1010","AirNow","6","41","12","34","34"
"03/25/2025","62","PM2.5","North Birmingham","01-073-0023","AQS","9","43","30","62","34"
"03/26/2025","61","PM2.5","North Birmingham","01-073-0023","AQS","8","49","29","61","39"
"03/27/2025","88","PM2.5","North Birmingham","01-073-0023","AQS","9","64","50","88","."
"03/28/2025","112","PM2.5","North Birmingham","01-073-0023","AQS","3","80","53","112","31"
"03/29/2025","80","PM2.5","North Birmingham","01-073-0023","AQS","3","45","34","80","13"
"03/30/2025","56","PM2.5","North Birmingham","01-073-0023","AQS","2","32","18","56","9"
"03/31/2025","44","PM2.5","North Birmingham","01-073-0023","AQS","2","33","14","44","23"
"04/01/2025","53","PM2.5","North Birmingham","01-073-0023","AQS","3","39","19","53","25"
"04/02/2025","55","PM2.5","North Birmingham","01-073-0023","AQS","2","24","23","55","8"
"04/03/2025","54","PM2.5","North Birmingham","01-073-0023","AQS","2","28","23","54","8"
"04/04/2025","55","PM2.5","North Birmingham","01-073-0023","AQS","2","29","31","55","11"
"04/05/2025","55","PM2.5","North Birmingham","01-073-0023","AQS","1","31","26","55","5"
"04/06/2025","38","Ozone","Leeds","01-073-1010","AQS","2","38","10","34","14"
"04/07/2025","55","PM2.5","Tarrant Elementary School","01-073-6002","AQS","2","19","15","55","17"
"04/08/2025","45","Ozone","Leeds","01-073-1010","AQS","3","45","13","42","18"
"04/09/2025","50","Ozone","Wylam","01-073-2003","AQS","5","50","17","44","44"
"04/10/2025","87","Ozone","McAdory","01-073-1005","AQS","6","87","30","61","37"
"04/11/2025","41","PM2.5","North Birmingham","01-073-0023","AQS","3","40","14","41","22"
"04/12/2025","51","PM2.5","North Birmingham","01-073-0023","AQS","2","44","12","51","28"
"04/13/2025","54","PM2.5","North Birmingham","01-073-0023","AQS","3","50","16","54","30"
"04/14/2025","60","PM2.5","North Birmingham","01-073-0023","AQS","7","54","26","60","25"
"04/15/2025","54","PM2.5","Tarrant Elementary School","01-073-6002","AQS","3","50","24","54","16"
"04/16/2025","57","PM2.5","North Birmingham","01-073-0023","AQS","3","49","31","57","46"
"04/17/2025","72","PM2.5","North Birmingham","01-073-0023","AQS","5","71","38","72","39"
"04/18/2025","77","Ozone","North Birmingham","01-073-0023","AQS","2","77","31","64","14"
"04/19/2025","60","PM2.5","North Birmingham","01-073-0023","AQS","2","50","29","60","30"
"04/20/2025","60","PM2.5","North Birmingham","01-073-0023","AQS","3","42","24","60","31"
"04/21/2025","57","PM2.5","Wylam","01-073-2003","AQS","2","33","28","57","14"
"04/22/2025","40","PM2.5","Arkadelphia/Near Road","01-073-2059","AQS","2","34","16","40","22"
"04/23/2025","48","PM2.5","North Birmingham","01-073-0023","AQS","3","28","19","48","26"
"04/24/2025","59","PM2.5","North Birmingham","01-073-0023","AQS","3","35","26","59","27"
"04/25/2025","56","PM2.5","Leeds","01-073-1010","AQS","2","35","23","56","25"
"04/26/2025","44","PM2.5","North Birmingham","01-073-0023","AQS","3","31","13","44","25"
"04/27/2025","53","PM2.5","North Birmingham","01-073-0023","AQS","5","44","18","53","31"
"04/28/2025","56","PM2.5","North Birmingham","01-073-0023","AQS","3","40","31","56","27"
"04/29/2025","62","PM2.5","North Birmingham","01-073-0023","AQS","2","34","34","62","28"
"04/30/2025","61","PM2.5","Leeds","01-073-1010","AQS","2","43","30","61","22"
"05/01/2025","45","PM2.5","Leeds","01-073-1010","AQS","2","39","20","45","25"
"05/02/2025","41","PM2.5","North Birmingham","01-073-0023","AQS","2","36","19","41","14"
"05/03/2025","35","Ozone","North Birmingham","01-073-0023","AQS","2","35","11","27","24"
"05/04/2025","36","PM2.5","Tarrant Elementary School","01-073-6002","AQS","3","33","10","36","24"
"05/05/2025","44","Ozone","McAdory","01-073-1005","AQS","3","44","14","43","37"
"05/06/2025","62","PM2.5","North Birmingham","01-073-0023","AQS","5","47","26","62","21"
"05/07/2025","53","PM2.5","North Birmingham","01-073-0023","AQS","2","35","17","53","25"
"05/08/2025","55","PM2.5","North Birmingham","01-073-0023","AQS","3","44","21","55","21"
"05/09/2025","44","PM2.5","North Birmingham","01-073-0023","AQS","2","39","16","44","20"
"05/10/2025","32","PM2.5","North Birmingham","01-073-0023","AQS","2","31","9","32","7"
"05/11/2025","49","Ozone","McAdory","01-073-1005","AQS","2","49","6","18","7"
"05/12/2025","46","Ozone","McAdory","01-073-1005","AQS","3","46","11","23","29"
"05/13/2025","42","PM2.5","North Birmingham","01-073-0023","AQS","3","33","13","42","21"
"05/14/2025","54","PM2.5","North Birmingham","01-073-0023","AQS","2","44","19","54","19"
"05/15/2025","51","PM2.5","North Birmingham","01-073-0023","AQS","3","36","18","51","12"
"05/16/2025","52","PM2.5","North Birmingham","01-073-0023","AQS","3","26","19","52","9"
"05/17/2025","53","PM2.5","North Birmingham","01-073-0023","AQS","2","37","19","53","20"
"05/18/2025","43","PM2.5","North Birmingham","01-073-0023","AQS","2","33","16","43","20"
"05/19/2025","53","PM2.5","North Birmingham","01-073-0023","AQS","3","30","19","53","10"
"05/20/2025","54","PM2.5","North Birmingham","01-073-0023","AQS","2","26","22","54","8"
"05/21/2025","40","Ozone","HELENA","01-117-0004","AQS","2","40","16","37","34"
"05/22/2025","52","PM2.5","Tarrant Elementary School","01-073-6002","AQS","3","49","18","52","25"
"05/23/2025","54","Ozone","HELENA","01-117-0004","AQS","3","54","20","46","26"
"05/24/2025","42","Ozone","McAdory","01-073-1005","AQS","2","42","14","41","25"
"05/25/2025","49","PM2.5","North Birmingham","01-073-0023","AQS","2","31","15","49","11"
"05/26/2025","43","Ozone","Tarrant Elementary School","01-073-6002","AQS","2","43","10","23","9"
"05/27/2025","28","Ozone","Tarrant Elementary School","01-073-6002","AQS","2","28","11","26","14"
"05/28/2025","38","PM2.5","North Birmingham","01-073-0023","AQS","2","33","13","38","18"
"05/29/2025","35","Ozone","McAdory","01-073-1005","AQS","3","35","12","33","24"
"05/30/2025","32","Ozone","Leeds","01-073-1010","AQS","5","32","12","31","17"
"05/31/2025","55","PM2.5","Leeds","01-073-1010","AQS","3","46","20","55","20"
"06/01/2025","61","PM2.5","North Birmingham","01-073-0023","AQS","3","48","20","61","37"
"06/02/2025","76","PM2.5","North Birmingham","01-073-0023","AQS","5","54","34","76","40"
"06/03/2025","81","PM2.5","North Birmingham","01-073-0023","AQS","5","48","38","81","25"
"06/04/2025","63","PM2.5","North Birmingham","01-073-0023","AQS","3","39","23","63","31"
"06/05/2025","46","PM2.5","North Birmingham","01-073-0023","AQS","2","36","16","46","33"
"06/06/2025","57","PM2.5","North Birmingham","01-073-0023","AQS","6","35","24","57","24"
"06/07/2025","51","PM2.5","North Birmingham","01-073-0023","AQS","3","29","22","51","20"
"06/08/2025","33","Ozone","Tarrant Elementary School","01-073-6002","AQS","2","33","12","26","21"
"06/09/2025","34","PM2.5","North Birmingham","01-073-0023","AQS","2","33","16","34","17"
"06/10/2025","53","PM2.5","North Birmingham","01-073-0023","AQS","3","40","18","53","25"
"06/11/2025","61","PM2.5","North Birmingham","01-073-0023","AQS","5","45","25","61","21"
"06/12/2025","52","PM2.5","North Birmingham","01-073-0023","AQS","3","36","20","52","22"
"06/13/2025","33","PM2.5","North Birmingham","01-073-0023","AQS","2","21","19","33","11"
"06/14/2025","39","PM2.5","North Birmingham","01-073-0023","AQS","2","25","18","39","13"
"06/15/2025","51","PM2.5","Arkadelphia/Near Road","01-073-2059","AQS","2","26","16","51","10"
"06/16/2025","35","Ozone","Tarrant Elementary School","01-073-6002","AQS","3","35","15","32","19"
"06/17/2025","39","PM2.5","North Birmingham","01-073-0023","AQS","2","22","16","39","11"
"06/18/2025","49","PM2.5","North Birmingham","01-073-0023","AQS","3","23","19","49","13"
"06/19/2025","44","Ozone","McAdory","01-073-1005","AQS","3","44","17","42","26"
"06/20/2025","55","PM2.5","North Birmingham","01-073-0023","AQS","8","45","31","55","24"
"06/21/2025","53","PM2.5","Tarrant Elementary School","01-073-6002","AQS","5","34","21","53","15"
"06/22/2025","49","PM2.5","North Birmingham","01-073-0023","AQS","3","46","18","49","24"
"06/23/2025","53","PM2.5","Wylam","01-073-2003","AQS","3","39","21","53","29"
"06/24/2025","68","PM2.5","North Birmingham","01-073-0023","AQS","5","58","30","68","39"
"06/25/2025","73","PM2.5","North Birmingham","01-073-0023","AQS","6","61","33","73","22"
"06/26/2025","51","PM2.5","North Birmingham","01-073-0023","AQS","3","48","15","51","26"
"06/27/2025","55","PM2.5","North Birmingham","01-073-0023","AQS","5","44","21","55","23"
"06/28/2025","49","PM2.5","North Birmingham","01-073-0023","AQS","2","41","14","49","19"
"06/29/2025","40","PM2.5","North Birmingham","01-073-0023","AQS","3","36","14","40","14"
"06/30/2025","40","PM2.5","North Birmingham","01-073-0023","AQS","3","31","14","40","14"
"07/01/2025","34","PM2.5","Tarrant Elementary School","01-073-6002","AirNow","1","31","16","34","."
"07/02/2025","41","Ozone","Wylam","01-073-2003","AirNow",".","41","11","32","."
"07/03/2025","53","PM2.5","Wylam","01-073-2003","AirNow",".","48","15","53","."
"07/04/2025","70","PM2.5","North Birmingham","01-073-0023","AirNow",".","44","28","70","."
"07/05/2025","76","PM2.5","North Birmingham","01-073-0023","AirNow",".","44","31","76","."
"07/06/2025","69","PM2.5","North Birmingham","01-073-0023","AirNow",".","61","27","69","."
"07/07/2025","64","PM2.5","North Birmingham","01-073-0023","AirNow",".","45","27","64","."
"07/08/2025","58","PM2.5","North Birmingham","01-073-0023","AirNow",".","41","26","58","."
"07/09/2025","51","PM2.5","North Birmingham","01-073-0023","AirNow",".","40","22","51","."
"07/10/2025","36","PM2.5","North Birmingham","01-073-0023","AirNow",".","33","17","36","."
"07/11/2025","39","Ozone","Leeds","01-073-1010","AQS",".","39","13","30","."
"07/12/2025","53","PM2.5","North Birmingham","01-073-0023","AirNow",".","32","26","53","."
"07/13/2025","36","PM2.5","North Birmingham","01-073-0023","AirNow",".","32","19","36","."
"07/14/2025","30","PM2.5","North Birmingham","01-073-0023","AirNow",".","30","14","30","."
"07/15/2025","51","PM2.5","North Birmingham","01-073-0023","AirNow",".","40","26","51","."
"07/16/2025","48","PM2.5","North Birmingham","01-073-0023","AirNow",".","45","21","48","."
"07/17/2025","32","Ozone","McAdory","01-073-1005","AQS",".","32","20","27","."
"07/18/2025","31","Ozone","Wylam","01-073-2003","AirNow",".","31","13","26","."
"07/19/2025","46","PM2.5","North Birmingham","01-073-0023","AirNow",".","29","19","46","."
"07/20/2025","45","PM2.5","North Birmingham","01-073-0023","AirNow",".","25","17","45","."
"07/21/2025","51","PM2.5","North Birmingham","01-073-0023","AirNow",".","29","24","51","."
"07/22/2025","51","PM2.5","North Birmingham","01-073-0023","AirNow",".","35","22","51","."
"07/23/2025","46","Ozone","Tarrant Elementary School","01-073-6002","AirNow",".","46","16","43","."
"07/24/2025","48","PM2.5","North Birmingham","01-073-0023","AirNow",".","36","17","48","."
"07/25/2025","28","Ozone","Tarrant Elementary School","01-073-6002","AirNow",".","28","12","23","."
"07/26/2025","31","Ozone","Tarrant Elementary School","01-073-6002","AirNow",".","31","10","24","."
"07/27/2025","30","Ozone","Tarrant Elementary School","01-073-6002","AirNow",".","30","12","29","."
"07/28/2025","46","PM2.5","North Birmingham","01-073-0023","AirNow",".","31","17","46","."
"07/29/2025","50","PM2.5","North Birmingham","01-073-0023","AirNow",".","44","19","50","."
"07/30/2025","67","Ozone","Tarrant Elementary School","01-073-6002","AirNow",".","67","21","51","."
"07/31/2025","44","PM2.5","North Birmingham","01-073-0023","AirNow",".","40","16","44","."
"08/01/2025","50","Ozone","HELENA","01-117-0004","AQS",".","50","16","41","."
"08/02/2025","42","PM2.5","North Birmingham","01-073-0023","AirNow",".","34","13","42","."
"08/03/2025","33","Ozone","Wylam","01-073-2003","AirNow",".","33","6","22","."
"08/04/2025","28","Ozone","Tarrant Elementary School","01-073-6002","AirNow",".","28","6","19","."
"08/05/2025","22","PM2.5","McAdory","01-073-1005","AirNow",".","22","10","22","."
"08/06/2025","38","Ozone","Wylam","01-073-2003","AirNow",".","38","11","29","."
"08/07/2025","38","Ozone","Wylam","01-073-2003","AirNow",".","38","15","32","."
"08/08/2025","41","Ozone","Wylam","01-073-2003","AirNow",".","41","12","29","."
"08/09/2025","51","PM2.5","North Birmingham","01-073-0023","AirNow",".","33","16","51","."
"08/10/2025","38","PM2.5","North Birmingham","01-073-0023","AirNow",".","32","11","38","."
"08/11/2025","29","PM2.5","North Birmingham","01-073-0023","AirNow",".","26","14","29","."
"08/12/2025","26","Ozone","Wylam","01-073-2003","AirNow",".","26","14","18","."
"08/13/2025","25","Ozone","Wylam","01-073-2003","AirNow",".","25","12","19","."
"08/14/2025","44","Ozone","HELENA","01-117-0004","AQS",".","44","17","31","."
"08/15/2025","48","Ozone","HELENA","01-117-0004","AQS",".","48","19","46","."
"08/16/2025","51","Ozone","HELENA","01-117-0004","AQS",".","51","17","47","."
"08/17/2025","53","PM2.5","North Birmingham","01-073-0023","AirNow",".","40","17","53","."
"08/18/2025","53","PM2.5","North Birmingham","01-073-0023","AirNow",".","47","22","53","."
"08/19/2025","55","PM2.5","North Birmingham","01-073-0023","AirNow",".","54","24","55","."
"08/20/2025","58","Ozone","Leeds","01-073-1010","AQS",".","58","28","54","."
"08/21/2025","44","Ozone","HELENA","01-117-0004","AQS",".","44","18","43","."
"08/22/2025","49","PM2.5","North Birmingham","01-073-0023","AirNow",".","44","19","49","."
"08/23/2025","40","PM2.5","North Birmingham","01-073-0023","AirNow",".","40","16","40","."
"08/24/2025","36","Ozone","McAdory","01-073-1005","AirNow",".","36","12","29","."
"08/25/2025","38","Ozone","HELENA","01-117-0004","AQS",".","38","18","33","."
"08/26/2025","38","PM2.5","North Birmingham","01-073-0023","AirNow",".","36","25","38","."
"08/27/2025","44","Ozone","HELENA","01-117-0004","AQS",".","44","15","42","."
"08/28/2025","54","Ozone","North Birmingham","01-073-0023","AirNow",".","54","32","53","."
"08/29/2025","51","Ozone","North Birmingham","01-073-0023","AirNow",".","51","18","45","."
"08/30/2025","52","PM2.5","North Birmingham","01-073-0023","AirNow",".","46","17","52","."
"08/31/2025","58","Ozone","North Birmingham","01-073-0023","AirNow",".","58","20","53","."
"09/01/2025","43","PM2.5","North Birmingham","01-073-0023","AirNow",".","36","14","43","."
"09/02/2025","45","PM2.5","North Birmingham","01-073-0023","AirNow",".","45","16","45","."
"09/03/2025","54","PM2.5","North Birmingham","01-073-0023","AirNow",".","50","24","54","."
"09/04/2025","53","PM2.5","North Birmingham","01-073-0023","AirNow",".","44","21","53","."
"09/05/2025","55","PM2.5","McAdory","01-073-1005","AQS",".","44","22","55","."
"09/06/2025","44","PM2.5","McAdory","01-073-1005","AQS",".","41","12","44","."
"09/07/2025","38","Ozone","HELENA","01-117-0004","AirNow",".","38","13","32","."
"09/08/2025","50","Ozone","North Birmingham","01-073-0023","AirNow",".","50","19","41","."
"09/09/2025","54","Ozone","North Birmingham","01-073-0023","AirNow",".","54","19","43","."
"09/10/2025","61","Ozone","HELENA","01-117-0004","AirNow",".","61","28","57","."
"09/11/2025","64","PM2.5","North Birmingham","01-073-0023","AirNow",".","58","35","64","."
"09/12/2025","64","PM2.5","North Birmingham","01-073-0023","AirNow",".","64","31","64","."
"09/13/2025","77","Ozone","North Birmingham","01-073-0023","AirNow",".","77","27","57","."
"09/14/2025","84","Ozone","North Birmingham","01-073-0023","AirNow",".","84","24","59","."
"09/15/2025","67","Ozone","North Birmingham","01-073-0023","AirNow",".","67","37","60","."
"09/16/2025","93","Ozone","North Birmingham","01-073-0023","AirNow",".","93","36","59","."
"09/17/2025","68","PM2.5","North Birmingham","01-073-0023","AirNow",".","64","48","68","."
"09/18/2025","74","Ozone","North Birmingham","01-073-0023","AirNow",".","74","42","66","."
"09/19/2025","80","Ozone","North Birmingham","01-073-0023","AirNow",".","80","51","74","."
"09/20/2025","100","Ozone","North Birmingham","01-073-0023","AirNow",".","100","29","65","."
"09/21/2025","62","PM2.5","North Birmingham","01-073-0023","AirNow",".","45","22","62","."
"09/22/2025","56","PM2.5","North Birmingham","01-073-0023","AirNow",".","43","24","56","."
"09/23/2025","53","PM2.5","North Birmingham","01-073-0023","AirNow",".","42","28","53","."
"09/24/2025","38","PM2.5","North Birmingham","01-073-0023","AirNow",".","31","17","38","."
"09/25/2025","33","Ozone","HELENA","01-117-0004","AirNow",".","33","8","20","."
"09/26/2025","36","Ozone","HELENA","01-117-0004","AirNow",".","36","10","23","."
"09/27/2025","40","Ozone","HELENA","01-117-0004","AirNow",".","40","14","31","."
"09/28/2025","42","Ozone","HELENA","01-117-0004","AirNow",".","42","11","33","."
"09/29/2025","44","Ozone","North Birmingham","01-073-0023","AirNow",".","44","14","35","."
"09/30/2025","39","PM2.5","North Birmingham","01-073-0023","AirNow",".","36","20","39","."
"10/01/2025","43","Ozone","North Birmingham","01-073-0023","AirNow",".","43","18","38","."
"10/02/2025","53","PM2.5","North Birmingham","01-073-0023","AirNow",".","46","22","53","."
"10/03/2025","39","Ozone","North Birmingham","01-073-0023","AirNow",".","39","16","36","."
"10/04/2025","37","Ozone","North Birmingham","01-073-0023","AirNow",".","37","15","34","."
"10/05/2025","28","Ozone","North Birmingham","01-073-0023","AirNow",".","28","9","21","."
"10/06/2025","32","PM2.5","North Birmingham","01-073-0023","AirNow",".","25","14","32","."
"10/07/2025","31","PM2.5","North Birmingham","01-073-0023","AirNow",".","28","19","31","."
"10/08/2025","33","Ozone","HELENA","01-117-0004","AirNow",".","33","11","29","."
"10/09/2025","38","Ozone","Tarrant Elementary School","01-073-6002","AirNow",".","38","13","32","."
"10/10/2025","43","Ozone","HELENA","01-117-0004","AirNow",".","43","17","36","."
"10/11/2025","44","Ozone","North Birmingham","01-073-0023","AirNow",".","44","16","38","."
"10/12/2025","52","PM2.5","North Birmingham","01-073-0023","AirNow",".","45","17","52","."
"10/13/2025","58","Ozone","North Birmingham","01-073-0023","AirNow",".","58","31","54","."
"10/14/2025","45","Ozone","HELENA","01-117-0004","AirNow",".","45","28","42","."
"10/15/2025","71","Ozone","HELENA","01-117-0004","AirNow",".","71","33","39","."
"10/16/2025","49","Ozone","North Birmingham","01-073-0023","AirNow",".","49","29","38","."
"10/17/2025","64","Ozone","North Birmingham","01-073-0023","AirNow",".","64","28","54","."
"10/18/2025","44","Ozone","North Birmingham","01-073-0023","AirNow",".","44","21","42","."
"10/19/2025","37","Ozone","North Birmingham","01-073-0023","AirNow",".","37","8","20","."
"10/20/2025","49","PM2.5","North Birmingham","01-073-0023","AirNow",".","38","24","49","."
"10/21/2025","57","PM2.5","North Birmingham","01-073-0023","AirNow",".","31","36","57","."
"10/22/2025","36","PM2.5","Tarrant Elementary School","01-073-6002","AirNow",".","34","17","36","."
"10/23/2025","59","PM2.5","North Birmingham","01-073-0023","AirNow",".","39","44","59","."
"10/24/2025","66","PM2.5","McAdory","01-073-1005","AirNow",".","42","31","66","."
"10/25/2025","51","PM2.5","Leeds","01-073-1010","AirNow",".","47","19","51","."
"10/26/2025","37","Ozone","Leeds","01-073-1010","AirNow",".","37","10","28","."
"10/27/2025","22","Ozone","Tarrant Elementary School","01-073-6002","AirNow",".","22","6","18","."
"10/28/2025","25","PM2.5","McAdory","01-073-1005","AirNow",".","21","7","25","."
"10/29/2025","25","Ozone","Leeds","01-073-1010","AirNow",".","25","7","16","."
"10/30/2025","23","Ozone","North Birmingham","01-073-0023","AirNow",".","23","7","19","."
"10/31/2025","36","PM2.5","Tarrant Elementary School","01-073-6002","AirNow",".","32","13","36","."
"11/01/2025","51","PM2.5","Wylam","01-073-2003","AirNow",".","35","15","51","."
"11/02/2025","32","PM2.5","Leeds","01-073-1010","AirNow",".","30","9","32","."
"11/03/2025","32","PM2.5","North Birmingham","01-073-0023","AirNow",".","25","12","32","."
"11/04/2025","55","PM2.5","North Birmingham","01-073-0023","AirNow",".","36","31","55","."
"11/05/2025","66","PM2.5","North Birmingham","01-073-0023","AirNow",".","44","47","66","."
"11/06/2025","77","PM2.5","North Birmingham","01-073-0023","AirNow",".","51","44","77","."
