"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"01/20/2025","57","PM2.5","SOUTH VALLEY","35-001-0029","AQS","7","43","48","57","33"
"01/21/2025","58","PM2.5","NORTH VALLEY","35-001-1013","AQS","7","42","43","58","43"
"01/22/2025","89","PM10","JEFFERSON","35-001-0026","AQS","10","44","89","70","46"
"01/23/2025","40","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","40","31","37","37"
"01/24/2025","70","PM2.5","San Jose","35-001-2022","AQS","10","38","60","70","41"
"01/25/2025","71","PM10","SOUTH VALLEY","35-001-0029","AQS","14","31","71","69","39"
"01/26/2025","59","PM2.5","San Jose","35-001-2022","AQS","6","35","46","59","39"
"01/27/2025","67","PM10","SOUTH VALLEY","35-001-0029","AQS","7","39","67","58","36"
"01/28/2025","71","PM10","SOUTH VALLEY","35-001-0029","AQS","5","44","71","60","42"
"01/29/2025","57","PM2.5","NORTH VALLEY","35-001-1013","AQS","3","42","44","57","36"
"01/30/2025","52","PM2.5","SOUTH VALLEY","35-001-0029","AQS","5","39","34","52","32"
"01/31/2025","66","PM2.5","San Jose","35-001-2022","AQS","10","40","38","66","38"
"02/01/2025","74","PM2.5","San Jose","35-001-2022","AQS","14","39","56","74","36"
"02/02/2025","77","PM2.5","San Jose","35-001-2022","AQS","19","38","52","77","37"
"02/03/2025","73","PM10","SOUTH VALLEY","35-001-0029","AQS","16","37","73","71","39"
"02/04/2025","55","PM2.5","NORTH VALLEY","35-001-1013","AQS","10","38","55","55","36"
"02/05/2025","58","PM2.5","NORTH VALLEY","35-001-1013","AQS","7","44","56","58","35"
"02/06/2025","61","PM10","SOUTH VALLEY","35-001-0029","AQS","10","45","61","58","44"
"02/07/2025","64","PM10","SOUTH VALLEY","35-001-0029","AQS","11","47","64","61","36"
"02/08/2025","52","PM2.5","San Jose","35-001-2022","AQS","9","46","51","52","40"
"02/09/2025","51","PM2.5","NORTH VALLEY","35-001-1013","AQS","9","45","42","51","31"
"02/10/2025","66","PM10","JEFFERSON","35-001-0026","AQS","5","35","66","48","19"
"02/11/2025","66","PM10","JEFFERSON","35-001-0026","AQS","2","45","66","32","19"
"02/12/2025","83","PM10","JEFFERSON","35-001-0026","AQS","2","45","83","52","24"
"02/13/2025","62","PM10","SOUTH VALLEY","35-001-0029","AQS","7","44","62","57","39"
"02/14/2025","60","PM2.5","SOUTH VALLEY","35-001-0029","AQS","7","43","59","60","30"
"02/15/2025","40","Ozone","Foothills","35-001-1012","AQS","3","40","13","36","23"
"02/16/2025","44","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","5","44","19","37","32"
"02/17/2025","55","PM2.5","San Jose","35-001-2022","AQS","9","38","39","55","31"
"02/18/2025","44","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","44","35","34","20"
"02/19/2025","55","PM2.5","San Jose","35-001-2022","AQS","9","44","51","55","42"
"02/20/2025","53","PM2.5","San Jose","35-001-2022","AQS","8","45","53","53","30"
"02/21/2025","43","PM2.5","San Jose","35-001-2022","AQS","3","43","33","43","32"
"02/22/2025","44","Ozone","Foothills","35-001-1012","AQS","3","44","21","26","19"
"02/23/2025","46","Ozone","2LL Los Lunas","35-061-0008","AQS","6","46","22","31","29"
"02/24/2025","46","PM10","SOUTH VALLEY","35-001-0029","AQS","6","42","46","38","38"
"02/25/2025","54","PM10","SOUTH VALLEY","35-001-0029","AQS","6","45","54","48","38"
"02/26/2025","81","PM10","SOUTH VALLEY","35-001-0029","AQS","7","45","81","52","32"
"02/27/2025","59","PM10","SOUTH VALLEY","35-001-0029","AQS","5","48","59","37","38"
"02/28/2025","52","PM10","SOUTH VALLEY","35-001-0029","AQS","6","50","52","50","38"
"03/01/2025","51","PM10","SOUTH VALLEY","35-001-0029","AQS","6","51","51","47","38"
"03/02/2025","56","PM10","San Jose","35-001-2022","AQS","3","50","56","46","24"
"03/03/2025","146","PM10","SOUTH VALLEY","35-001-0029","AQS","3","49","146","62","26"
"03/04/2025","52","PM10","JEFFERSON","35-001-0026","AQS","3","47","52","27","26"
"03/05/2025","44","PM2.5","San Jose","35-001-2022","AQS","6","44","34","44","32"
"03/06/2025","161","PM10","SOUTH VALLEY","35-001-0029","AQS","3","44","161","72","22"
"03/07/2025","48","PM10","SOUTH VALLEY","35-001-0029","AQS","2","44","48","31","24"
"03/08/2025","44","Ozone","2LL Los Lunas","35-061-0008","AQS","3","44","8","19","18"
"03/09/2025","44","Ozone","2LL Los Lunas","35-061-0008","AQS","5","44","20","37","31"
"03/10/2025","54","PM2.5","San Jose","35-001-2022","AQS","5","45","51","54","32"
"03/11/2025","62","PM10","JEFFERSON","35-001-0026","AQS","2","58","62","53","39"
"03/12/2025","44","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","44","37","39","39"
"03/13/2025","71","PM10","San Jose","35-001-2022","AQS","2","48","71","53","31"
"03/14/2025","61","PM10","San Jose","35-001-2022","AQS","1","46","61","33","6"
"03/15/2025","42","Ozone","2LL Los Lunas","35-061-0008","AQS","1","42","13","21","9"
"03/16/2025","44","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","44","34","37","27"
"03/17/2025","64","PM10","San Jose","35-001-2022","AQS","5","43","64","54","30"
"03/18/2025","228","PM10","SOUTH VALLEY","35-001-0029","AQS","1","49","228","88","30"
"03/19/2025","45","Ozone","2LL Los Lunas","35-061-0008","AQS","2","45","30","21","20"
"03/20/2025","48","PM10","JEFFERSON","35-001-0026","AQS","5","44","48","42","42"
"03/21/2025","52","PM10","SOUTH VALLEY","35-001-0029","AQS","6","44","52","49","38"
"03/22/2025","54","PM10","San Jose","35-001-2022","AQS","6","48","54","52","34"
"03/23/2025","52","PM10","JEFFERSON","35-001-0026","AQS","2","43","52","39","28"
"03/24/2025","55","PM2.5","SOUTH VALLEY","35-001-0029","AQS","6","39","55","55","32"
"03/25/2025","49","PM10","San Jose","35-001-2022","AQS","5","44","49","47","36"
"03/26/2025","59","PM10","JEFFERSON","35-001-0026","AQS","5","51","59","53","30"
"03/27/2025","70","PM10","JEFFERSON","35-001-0026","AQS","3","49","70","58","30"
"03/28/2025","66","PM10","JEFFERSON","35-001-0026","AQS","3","49","66","56","28"
"03/29/2025","61","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","61","40","40","23"
"03/30/2025","80","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","80","79","67","20"
"03/31/2025","58","PM2.5","JEFFERSON","35-001-0026","AQS","3","54","54","58","37"
"04/01/2025","127","PM10","JEFFERSON","35-001-0026","AQS","1","67","127","72","22"
"04/02/2025","58","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","58","41","36","44"
"04/03/2025","51","Ozone","2LL Los Lunas","35-061-0008","AQS","1","51","44","34","10"
"04/04/2025","57","PM10","SOUTH VALLEY","35-001-0029","AQS","2","54","57","34","29"
"04/05/2025","43","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","43","12","16","10"
"04/06/2025","46","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","46","25","31","22"
"04/07/2025","63","NO2","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","5","50","43","49","63"
"04/08/2025","90","NO2","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","8","51","52","54","90"
"04/09/2025","58","Ozone","2LL Los Lunas","35-061-0008","AQS","5","58","53","56","57"
"04/10/2025","84","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","5","84","63","58","42"
"04/11/2025","87","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","87","52","58","33"
"04/12/2025","80","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","5","80","58","55","40"
"04/13/2025","79","PM10","JEFFERSON","35-001-0026","AQS","2","64","79","58","25"
"04/14/2025","57","PM2.5","SOUTH VALLEY","35-001-0029","AQS","2","50","44","57","30"
"04/15/2025","136","PM10","SOUTH VALLEY","35-001-0029","AQS","1","48","136","73","8"
"04/16/2025","69","PM2.5","SOUTH VALLEY","35-001-0029","AQS","2","46","53","69","32"
"04/17/2025","164","PM10","SOUTH VALLEY","35-001-0029","AQS","2","61","164","107","20"
"04/18/2025","51","PM10","JEFFERSON","35-001-0026","AQS","2","51","51","41","21"
"04/19/2025","93","Ozone","2ZJ Bernalillo","35-043-1001","AQS","1","93","29","50","8"
"04/20/2025","50","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","50","14","43","24"
"04/21/2025","54","Ozone","Foothills","35-001-1012","AQS","3","54","24","33","33"
"04/22/2025","71","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","71","34","33","31"
"04/23/2025","58","Ozone","2ZJ Bernalillo","35-043-1001","AQS","3","58","31","32","29"
"04/24/2025","64","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","64","42","28","25"
"04/25/2025","58","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","58","44","36","25"
"04/26/2025","51","PM2.5","SOUTH VALLEY","35-001-0029","AQS","1","51","38","51","17"
"04/27/2025","71","PM10","NORTH VALLEY","35-001-1013","AQS","2","58","71","56","16"
"04/28/2025","67","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","67","24","24","19"
"04/29/2025","61","Ozone","2LL Los Lunas","35-061-0008","AQS","3","61","42","37","21"
"04/30/2025","71","Ozone","2LL Los Lunas","35-061-0008","AQS","2","71","26","24","16"
"05/01/2025","61","Ozone","2LL Los Lunas","35-061-0008","AQS","2","61","31","38","31"
"05/02/2025","46","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","46","24","25","17"
"05/03/2025","67","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","67","33","34","16"
"05/04/2025","51","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","51","29","42","11"
"05/05/2025","71","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","71","23","39","15"
"05/06/2025","71","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","71","12","23","12"
"05/07/2025","64","Ozone","2LL Los Lunas","35-061-0008","AQS","1","64","9","18","17"
"05/08/2025","61","Ozone","2LL Los Lunas","35-061-0008","AQS","1","61","11","17","17"
"05/09/2025","74","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","74","19","31","21"
"05/10/2025","87","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","87","16","35","11"
"05/11/2025","87","Ozone","2ZJ Bernalillo","35-043-1001","AQS","1","87","18","31","23"
"05/12/2025","84","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","84","47","48","25"
"05/13/2025","57","PM2.5","SOUTH VALLEY","35-001-0029","AQS","1","51","51","57","9"
"05/14/2025","93","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","93","55","54","26"
"05/15/2025","61","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","61","29","24","18"
"05/16/2025","64","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","64","34","42","24"
"05/17/2025","49","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","49","35","41","19"
"05/18/2025","90","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","90","65","43","22"
"05/19/2025","67","Ozone","2ZJ Bernalillo","35-043-1001","AQS","1","67","20","21","23"
"05/20/2025","77","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","77","20","29","22"
"05/21/2025","77","Ozone","2ZJ Bernalillo","35-043-1001","AQS","3","77","36","37","37"
"05/22/2025","90","Ozone","2ZJ Bernalillo","35-043-1001","AQS","8","90","39","43","41"
"05/23/2025","87","Ozone","2ZJ Bernalillo","35-043-1001","AQS","5","87","41","43","33"
"05/24/2025","90","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","90","27","32","23"
"05/25/2025","90","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","90","31","37","21"
"05/26/2025","67","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","67","38","44","7"
"05/27/2025","97","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","97","25","32","17"
"05/28/2025","74","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","74","50","56","17"
"05/29/2025","93","Ozone","2ZJ Bernalillo","35-043-1001","AQS","1","93","57","54","8"
"05/30/2025","80","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","80","41","51","14"
"05/31/2025","102","PM10","JEFFERSON","35-001-0026","AQS","2","77","102","90","14"
"06/01/2025","61","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","61","46","57","21"
"06/02/2025","70","PM2.5","SOUTH VALLEY","35-001-0029","AQS","2","48","38","70","10"
"06/03/2025","49","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","49","18","28","14"
"06/04/2025","54","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","54","9","26","11"
"06/05/2025","90","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","90","22","37","26"
"06/06/2025","90","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","90","29","44","33"
"06/07/2025","67","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","67","23","37","23"
"06/08/2025","74","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","74","24","38","26"
"06/09/2025","64","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","64","43","47","8"
"06/10/2025","58","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","58","22","29","15"
"06/11/2025","51","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","51","27","29","19"
"06/12/2025","51","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","51","37","36","19"
"06/13/2025","58","PM2.5","SOUTH VALLEY","35-001-0029","AQS","3","58","52","58","19"
"06/14/2025","64","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","5","64","36","48","32"
"06/15/2025","50","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","5","50","42","47","25"
"06/16/2025","74","PM10","Foothills","35-001-1012","AQS","2","51","74","58","40"
"06/17/2025","54","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","54","33","28","25"
"06/18/2025","84","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","84","39","55","17"
"06/19/2025","74","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","74","60","60","16"
"06/20/2025","71","PM10","SOUTH VALLEY","35-001-0029","AQS","1","64","71","62","18"
"06/21/2025","55","PM2.5","SOUTH VALLEY","35-001-0029","AQS","2","46","50","55","17"
"06/22/2025","48","Ozone","Foothills","35-001-1012","AQS","2","48","38","43","17"
"06/23/2025","50","PM10","SOUTH VALLEY","35-001-0029","AQS","5","46","50","43","25"
"06/24/2025","52","PM2.5","SOUTH VALLEY","35-001-0029","AQS","2","36","43","52","12"
"06/25/2025","45","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","45","16","23","19"
"06/26/2025","67","Ozone","Foothills","35-001-1012","AQS","2","67","24","30","17"
"06/27/2025","61","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","61","30","27","21"
"06/28/2025","54","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","54","20","39","19"
"06/29/2025","58","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","58","33","39","14"
"06/30/2025","95","PM10","SOUTH VALLEY","35-001-0029","AQS","1","61","95","66","12"
"07/01/2025","49","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","1","49","40","41","16"
"07/02/2025","48","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","48","14","19","20"
"07/03/2025","65","PM2.5","San Jose","35-001-2022","AQS","2","48","32","65","11"
"07/04/2025","107","PM2.5","NORTH VALLEY","35-001-1013","AQS","2","49","57","107","28"
"07/05/2025","125","PM2.5","San Jose","35-001-2022","AQS","2","51","74","125","18"
"07/06/2025","97","PM2.5","San Jose","35-001-2022","AQS","2","58","63","97","16"
"07/07/2025","77","PM2.5","San Jose","35-001-2022","AQS","2","48","55","77","28"
"07/08/2025","72","PM10","San Jose","35-001-2022","AQS","2","51","72","43","21"
"07/09/2025","54","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","54","49","51","24"
"07/10/2025","48","PM2.5","SOUTH VALLEY","35-001-0029","AQS","3","48","45","48","23"
"07/11/2025","80","Ozone","Foothills","35-001-1012","AQS","2","80","47","57","31"
"07/12/2025","88","PM10","SOUTH VALLEY","35-001-0029","AQS","3","64","88","70","13"
"07/13/2025","77","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","77","56","57","11"
"07/14/2025","87","Ozone","Foothills","35-001-1012","AQS","2","87","58","43","19"
"07/15/2025","80","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","80","62","55","18"
"07/16/2025","93","Ozone","2ZJ Bernalillo","35-043-1001","AQS","3","93","73","71","23"
"07/17/2025","64","Ozone","2ZJ Bernalillo","35-043-1001","AQS","3","64","56","51","14"
"07/18/2025","67","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","67","45","37","15"
"07/19/2025","77","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","77","22","21","7"
"07/20/2025","61","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","61","22","29","9"
"07/21/2025","51","PM10","SOUTH VALLEY","35-001-0029","AQS","2","51","51","39","13"
"07/22/2025","47","Ozone","Foothills","35-001-1012","AQS","2","47","34","25","16"
"07/23/2025","46","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","46","15","22","8"
"07/24/2025","48","Ozone","2LL Los Lunas","35-061-0008","AQS","2","48","25","27","16"
"07/25/2025","64","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","64","22","25","15"
"07/26/2025","54","Ozone","Foothills","35-001-1012","AQS","2","54","28","27","14"
"07/27/2025","47","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","47","27","26","15"
"07/28/2025","58","Ozone","2ZJ Bernalillo","35-043-1001","AQS","3","58","47","38","25"
"07/29/2025","50","Ozone","Foothills","35-001-1012","AQS","2","50","24","22","8"
"07/30/2025","48","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","48","27","22","10"
"07/31/2025","51","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","51","24","31","10"
"08/01/2025","64","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","64","26","25","20"
"08/02/2025","51","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","51","24","19","7"
"08/03/2025","50","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","50","34","40","25"
"08/04/2025","50","PM2.5","San Jose","35-001-2022","AQS","5","50","48","50","25"
"08/05/2025","73","PM10","JEFFERSON","35-001-0026","AQS","2","49","73","51","58"
"08/06/2025","61","NO2","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","49","55","39","61"
"08/07/2025","48","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","48","47","41","32"
"08/08/2025","53","PM2.5","San Jose","35-001-2022","AQS","2","49","52","53","21"
"08/09/2025","67","PM2.5","San Jose","35-001-2022","AQS","5","54","53","67","21"
"08/10/2025","48","PM2.5","San Jose","35-001-2022","AQS","2","48","44","48","8"
"08/11/2025","58","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","58","41","44","9"
"08/12/2025","58","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","58","51","53","16"
"08/13/2025","61","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","6","61","44","56","24"
"08/14/2025","63","PM2.5","San Jose","35-001-2022","AQS","3","54","50","63","22"
"08/15/2025","58","PM10","SOUTH VALLEY","35-001-0029","AQS","3","46","58","55","21"
"08/16/2025","49","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","49","35","46","15"
"08/17/2025","61","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","61","30","32","15"
"08/18/2025","61","Ozone","2ZJ Bernalillo","35-043-1001","AQS","2","61","33","23","13"
"08/19/2025","58","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","2","58","26","23","9"
"08/20/2025","74","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","5","74","29","33","19"
"08/21/2025","77","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","77","35","49","16"
"08/22/2025","93","Ozone","2ZJ Bernalillo","35-043-1001","AQS","5","93","37","49","25"
"08/23/2025","80","Ozone","2ZJ Bernalillo","35-043-1001","AQS","3","80","40","50","16"
"08/24/2025","67","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","67","31","44","21"
"08/25/2025","77","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","77","29","35","14"
"08/26/2025","74","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","74","32","39","18"
"08/27/2025","77","Ozone","Foothills","35-001-1012","AQS","7","77","28","58","30"
"08/28/2025","90","PM2.5","San Jose","35-001-2022","AQS","7","67","53","90","26"
"08/29/2025","44","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","6","44","28","28","24"
"08/30/2025","105","PM2.5","San Jose","35-001-2022","AQS","5","50","66","105","30"
"08/31/2025","100","PM2.5","San Jose","35-001-2022","AQS","5","50","72","100","4"
"09/01/2025","64","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","5","64","24","26","12"
"09/02/2025","64","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","64","33","29","18"
"09/03/2025","58","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","5","58","35","32","21"
"09/04/2025","54","Ozone","Foothills","35-001-1012","AQS","6","54","39","33","20"
"09/05/2025","49","Ozone","2ZJ Bernalillo","35-043-1001","AQS","3","49","26","22","16"
"09/06/2025","48","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","5","48","15","26","10"
"09/07/2025","58","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","5","58","22","23","26"
"09/08/2025","51","Ozone","2LL Los Lunas","35-061-0008","AQS","7","51","32","32","26"
"09/09/2025","48","Ozone","Foothills","35-001-1012","AQS","5","48","38","30","25"
"09/10/2025","48","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","48","25","20","27"
"09/11/2025","45","Ozone","Foothills","35-001-1012","AQS","3","45","32","26","36"
"09/12/2025","42","PM10","SOUTH VALLEY","35-001-0029","AQS","5","42","42","33","34"
"09/13/2025","46","PM10","San Jose","35-001-2022","AQS","5","40","46","28","13"
"09/14/2025","105","PM10","San Jose","35-001-2022","AQS","6","49","105","90","25"
"09/15/2025","69","PM2.5","San Jose","35-001-2022","AQS","5","54","57","69","22"
"09/16/2025","54","PM10","San Jose","35-001-2022","AQS","5","49","54","28","42"
"09/17/2025","52","PM10","San Jose","35-001-2022","AQS","5","47","52","27","41"
"09/18/2025","61","Ozone","Foothills","35-001-1012","AQS","3","61","54","31","18"
"09/19/2025","49","PM10","San Jose","35-001-2022","AQS","2","46","49","27","17"
"09/20/2025","48","PM10","San Jose","35-001-2022","AQS","3","45","48","19","22"
"09/21/2025","52","PM10","San Jose","35-001-2022","AQS","3","44","52","18","21"
"09/22/2025","48","PM10","San Jose","35-001-2022","AQS","5","31","48","30","34"
"09/23/2025","54","Ozone","Foothills","35-001-1012","AQS","6","54","52","26","12"
"09/24/2025","65","PM10","San Jose","35-001-2022","AQS","2","58","65","26","26"
"09/25/2025","71","PM10","San Jose","35-001-2022","AQS","5","50","71","34","19"
"09/26/2025","95","PM10","NORTH VALLEY","35-001-1013","AQS","5","46","95","54","26"
"09/27/2025","84","PM10","San Jose","35-001-2022","AQS","3","42","84","47","18"
"09/28/2025","42","Ozone","2LL Los Lunas","35-061-0008","AQS","2","42","6","13","12"
"09/29/2025","46","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AQS","3","46","16","21","28"
"09/30/2025","46","Ozone","Foothills","35-001-1012","AQS","5","46","29","29","46"
"10/01/2025","45","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AirNow","5","45","20","33","."
"10/02/2025","46","PM2.5","SOUTH VALLEY","35-001-0029","AirNow",".","42","23","46","."
"10/03/2025","46","Ozone","Foothills","35-001-1012","AirNow",".","46","45","39","."
"10/04/2025","50","PM10","San Jose","35-001-2022","AirNow",".","46","50","39","."
"10/05/2025","45","Ozone","Foothills","35-001-1012","AirNow",".","45","43","30","."
"10/06/2025","44","PM10","San Jose","35-001-2022","AirNow",".","44","44","29","."
"10/07/2025","43","PM2.5","San Jose","35-001-2022","AirNow",".","40","41","43","."
"10/08/2025","37","PM10","San Jose","35-001-2022","AirNow",".","36","37","32","."
"10/09/2025","46","Ozone","2ZJ Bernalillo","35-043-1001","AirNow",".","46","36","39","."
"10/10/2025","53","PM2.5","San Jose","35-001-2022","AirNow",".","47","43","53","."
"10/11/2025","43","PM2.5","San Jose","35-001-2022","AirNow",".","38","34","43","."
"10/12/2025","30","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AirNow",".","30","26","22","."
