"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/13/2025","29","PM10","San Jose","35-001-2022","AirNow",".","29","29","18","."
"10/14/2025","32","PM2.5","San Jose","35-001-2022","AirNow",".","31","31","32","."
"10/15/2025","52","PM2.5","San Jose","35-001-2022","AirNow",".","37","42","52","."
"10/16/2025","45","Ozone","Foothills","35-001-1012","AirNow",".","45","31","24","."
"10/17/2025","46","Ozone","Foothills","35-001-1012","AirNow",".","46","32","23","."
"10/18/2025","43","Ozone","Foothills","35-001-1012","AirNow",".","43","31","29","."
"10/19/2025","43","Ozone","Foothills","35-001-1012","AirNow",".","43","40","39","."
"10/20/2025","49","Ozone","2LL Los Lunas","35-061-0008","AirNow",".","49","44","44","."
"10/21/2025","59","PM10","San Jose","35-001-2022","AirNow",".","44","59","49","."
"10/22/2025","57","PM10","San Jose","35-001-2022","AirNow",".","41","57","50","."
"10/23/2025","42","Ozone","Foothills","35-001-1012","AirNow",".","42","40","28","."
"10/24/2025","44","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AirNow",".","44","10","23","."
"10/25/2025","44","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AirNow",".","44","11","27","."
"10/26/2025","43","Ozone","Foothills","35-001-1012","AirNow",".","43","18","38","."
"10/27/2025","46","PM2.5","SOUTH VALLEY","35-001-0029","AirNow",".","44","26","46","."
"10/28/2025","46","Ozone","Foothills","35-001-1012","AirNow",".","46","15","16","."
"10/29/2025","44","PM2.5","San Jose","35-001-2022","AirNow",".","37","31","44","."
"10/30/2025","64","PM2.5","San Jose","35-001-2022","AirNow",".","39","54","64","."
"10/31/2025","53","PM2.5","SOUTH VALLEY","35-001-0029","AirNow",".","39","27","53","."
"11/01/2025","57","PM2.5","San Jose","35-001-2022","AirNow",".","39","35","57","."
"11/02/2025","58","PM2.5","San Jose","35-001-2022","AirNow",".","41","38","58","."
"11/03/2025","62","PM2.5","San Jose","35-001-2022","AirNow",".","37","55","62","."
"11/04/2025","59","PM2.5","SOUTH VALLEY","35-001-0029","AirNow",".","45","44","59","."
"11/05/2025","62","PM2.5","San Jose","35-001-2022","AirNow",".","41","52","62","."
"11/06/2025","63","PM2.5","SOUTH VALLEY","35-001-0029","AirNow",".","40","43","63","."
"11/07/2025","55","PM2.5","SOUTH VALLEY","35-001-0029","AirNow",".","39","39","55","."
"11/08/2025","40","Ozone","Foothills","35-001-1012","AirNow",".","40","26","38","."
"11/09/2025","57","PM2.5","SOUTH VALLEY","35-001-0029","AirNow",".","41","42","57","."
"11/10/2025","63","PM2.5","San Jose","35-001-2022","AirNow",".","38","56","63","."
"11/11/2025","74","PM2.5","San Jose","35-001-2022","AirNow",".","38","63","74","."
"11/12/2025","64","PM2.5","San Jose","35-001-2022","AirNow",".","36","54","64","."
"11/13/2025","76","PM2.5","San Jose","35-001-2022","AirNow",".","38","64","76","."
"11/14/2025","69","PM2.5","SOUTH VALLEY","35-001-0029","AirNow",".","38","56","69","."
"11/15/2025","71","PM2.5","San Jose","35-001-2022","AirNow",".","38","57","71","."
"11/16/2025","62","PM2.5","San Jose","35-001-2022","AirNow",".","33","46","62","."
"11/17/2025","38","Ozone","Foothills","35-001-1012","AirNow",".","38","19","20","."
"11/18/2025","58","PM2.5","SOUTH VALLEY","35-001-0029","AirNow",".","33","44","58","."
"11/19/2025","36","PM2.5","SOUTH VALLEY","35-001-0029","AirNow",".","33","23","36","."
"11/20/2025","36","Ozone","Foothills","35-001-1012","AirNow",".","36","6","18","."
"11/21/2025","53","PM2.5","San Jose","35-001-2022","AirNow",".","30","21","53","."
"11/22/2025","56","PM2.5","San Jose","35-001-2022","AirNow",".","33","21","56","."
"11/23/2025","42","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AirNow",".","42","8","24","."
"11/24/2025","34","Ozone","DEL NORTE HIGH SCHOOL","35-001-0023","AirNow",".","34","7","26","."
"11/25/2025","44","PM2.5","San Jose","35-001-2022","AirNow",".","37","16","44","."
"11/26/2025","53","PM2.5","San Jose","35-001-2022","AirNow",".","36","25","53","."
"11/27/2025","70","PM2.5","San Jose","35-001-2022","AirNow",".","34","31","70","."
"11/28/2025","57","PM2.5","SOUTH VALLEY","35-001-0029","AirNow",".","38","20","57","."
"11/29/2025","40","PM2.5","NORTH VALLEY","35-001-1013","AirNow",".","38","20","40","."
"11/30/2025","35","PM2.5","NORTH VALLEY","35-001-1013","AirNow",".","32","22","35","."
