"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"03/12/2021","56","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","45",".","56","36"
"03/13/2021","42","PM2.5","Toms River","34-029-2002","AQS","3","41",".","42","25"
"03/14/2021","43","PM2.5","Elizabeth Lab","34-039-0004","AQS","3","43","9","43","30"
"03/15/2021","41","Ozone","Chester","34-027-3001","AQS","3","41",".","37","28"
"03/16/2021","42","NO2","Elizabeth Lab","34-039-0004","AQS","5","38",".","38","42"
"03/17/2021","60","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","39","23","60","42"
"03/18/2021","52","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","36",".","52","44"
"03/19/2021","40","Ozone","Chester","34-027-3001","AQS","5","40",".","37","32"
"03/20/2021","66","NO2","Fort Lee Near Road","34-003-0010","AQS","9","42","12","52","66"
"03/21/2021","58","PM2.5","Newark Firehouse","34-013-0003","AQS","15","46",".","58","56"
"03/22/2021","75","PM2.5","Fort Lee Near Road","34-003-0010","AQS","14","49",".","75","67"
"03/23/2021","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","46","20","57","47"
"03/24/2021","56","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","38",".","56","48"
"03/25/2021","66","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","36",".","66","41"
"03/26/2021","69","PM2.5","IS 45","36-061-0079","AQS","8","44","13","69","42"
"03/27/2021","48","Ozone","Colliers Mills","34-029-0006","AQS","8","48",".","39","45"
"03/28/2021","56","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","41",".","56","34"
"03/29/2021","42","Ozone","MT NINHAM","36-079-0005","AQS","6","42","8","34","42"
"03/30/2021","62","NO2","Elizabeth Lab","34-039-0004","AQS","13","48",".","54","62"
"03/31/2021","59","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","42",".","59","44"
"04/01/2021","41","PM2.5","Newark Firehouse","34-013-0003","AQS","7","37","6","41","30"
"04/02/2021","39","Ozone","Flemington","34-019-0001","AQS","3","39",".","28","20"
"04/03/2021","41","Ozone","Chester","34-027-3001","AQS","5","41",".","30","41"
"04/04/2021","62","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","50","15","62","36"
"04/05/2021","53","PM2.5","Fort Lee Near Road","34-003-0010","AQS","5","49",".","53","39"
"04/06/2021","52","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","49",".","52","46"
"04/07/2021","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","48","17","53","50"
"04/08/2021","67","NO2","Elizabeth Lab","34-039-0004","AQS","9","50",".","55","67"
"04/09/2021","58","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","40",".","58","35"
"04/10/2021","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","42","14","57","39"
"04/11/2021","55","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","38",".","55","31"
"04/12/2021","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","34",".","48","36"
"04/13/2021","46","NO2","Elizabeth Lab","34-039-0004","AQS","6","42","8","44","46"
"04/14/2021","57","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","49",".","57","36"
"04/15/2021","58","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","40",".","58","42"
"04/16/2021","34","Ozone","MILLBROOK","36-027-0007","AQS","3","34","6","26","31"
"04/17/2021","35","Ozone","MT NINHAM","36-079-0005","AQS","6","35",".","18","21"
"04/18/2021","44","PM2.5","QUEENS COLLEGE 2","36-081-0124","AQS","6","41",".","44","42"
"04/19/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","13","42","18","58","49"
"04/20/2021","57","PM2.5","QUEENS COLLEGE 2","36-081-0124","AQS","7","54",".","57","42"
"04/21/2021","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","46",".","52","48"
"04/22/2021","42","Ozone","Colliers Mills","34-029-0006","AQS","5","42","19","32","17"
"04/23/2021","54","PM2.5","QUEENS COLLEGE 2","36-081-0124","AQS","5","54",".","54","32"
"04/24/2021","80","Ozone","Flax Pond","36-103-0044","AQS","7","80",".","64","42"
"04/25/2021","63","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","50","17","63","22"
"04/26/2021","47","Ozone","Chester","34-027-3001","AQS","5","47",".","29","25"
"04/27/2021","64","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","58",".","64","49"
"04/28/2021","93","Ozone","MT NINHAM","36-079-0005","AQS","11","93","38","77","55"
"04/29/2021","75","PM2.5","IS 52","36-005-0110","AQS","10","44",".","75","69"
"04/30/2021","46","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","41",".","46","23"
"05/01/2021","42","Ozone","Chester","34-027-3001","AQS","5","42","8","26","36"
"05/02/2021","64","Ozone","Colliers Mills","34-029-0006","AQS","6","64",".","52","17"
"05/03/2021","55","PM2.5","Newark Firehouse","34-013-0003","AQS","9","40",".","55","44"
"05/04/2021","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","46","14","54","27"
"05/05/2021","52","PM2.5","Newark Firehouse","34-013-0003","AQS","11","34",".","52","40"
"05/06/2021","37","Ozone","Colliers Mills","34-029-0006","AQS","7","37",".","25","23"
"05/07/2021","44","Ozone","MILLBROOK","36-027-0007","AQS","10","44","10","31","31"
"05/08/2021","38","PM2.5","Newark Firehouse","34-013-0003","AQS","11","36",".","38","25"
"05/09/2021","39","Ozone","Flax Pond","36-103-0044","AQS","9","39",".","34","25"
"05/10/2021","37","Ozone","Colliers Mills","34-029-0006","AQS","9","37","7","29","34"
"05/11/2021","45","Ozone","Colliers Mills","34-029-0006","AQS","9","45",".","32","33"
"05/12/2021","36","Ozone","Colliers Mills","34-029-0006","AQS","7","36",".","28","33"
"05/13/2021","47","PM2.5","Chester","34-027-3001","AQS","9","44","8","47","32"
"05/14/2021","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","48",".","54","41"
"05/15/2021","56","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","51",".","56","41"
"05/16/2021","57","PM2.5","IS 74","36-005-0112","AQS","10","51","17","57","31"
"05/17/2021","74","Ozone","FRESHKILLS WEST","36-085-0111","AQS","9","74",".","61","45"
"05/18/2021","97","Ozone","Colliers Mills","34-029-0006","AQS","9","97",".","59","41"
"05/19/2021","129","Ozone","Monmouth University","34-025-0005","AQS","9","129","27","65","53"
"05/20/2021","71","Ozone","MILLBROOK","36-027-0007","AQS","9","71",".","55","42"
"05/21/2021","129","Ozone","Rutgers University","34-023-0011","AQS","10","129",".","62","38"
"05/22/2021","87","Ozone","Colliers Mills","34-029-0006","AQS","10","87","37","69","42"
"05/23/2021","56","PM2.5","Newark Firehouse","34-013-0003","AQS","9","49",".","56","17"
"05/24/2021","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","44",".","48","24"
"05/25/2021","58","Ozone","MILLBROOK","36-027-0007","AQS","10","58","19","56","32"
"05/26/2021","97","Ozone","MT NINHAM","36-079-0005","AQS","9","97",".","66","31"
"05/27/2021","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","50",".","53","25"
"05/28/2021","44","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","39","14","44","25"
"05/29/2021","36","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","5","36",".","18","16"
"05/30/2021","29","Ozone","Rockland County","36-087-0005","AQS","5","29",".","20","12"
"05/31/2021","52","PM2.5","Newark Firehouse","34-013-0003","AQS","11","44","11","52","34"
"06/01/2021","59","PM2.5","Elizabeth Lab","34-039-0004","AQS","16","54",".","59","33"
"06/02/2021","62","PM2.5","Newark Firehouse","34-013-0003","AQS","9","47",".","62","42"
"06/03/2021","62","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","31","18","62","37"
"06/04/2021","52","PM2.5","Jersey City Firehouse","34-017-1003","AQS","26","36",".","52","43"
"06/05/2021","126","Ozone","Colliers Mills","34-029-0006","AQS","25","126",".","64","29"
"06/06/2021","129","Ozone","BABYLON","36-103-0002","AQS","16","129","21","72","30"
"06/07/2021","84","Ozone","WHITE PLAINS","36-119-2004","AQS","10","84",".","75","37"
"06/08/2021","60","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","45",".","60","42"
"06/09/2021","67","Ozone","BABYLON","36-103-0002","AQS","8","67","16","59","28"
"06/10/2021","61","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","50",".","61","32"
"06/11/2021","57","PM2.5","Newark Firehouse","34-013-0003","AQS","9","44",".","57","26"
"06/12/2021","51","PM2.5","Newark Firehouse","34-013-0003","AQS","9","34","14","51","24"
"06/13/2021","57","PM2.5","Newark Firehouse","34-013-0003","AQS","10","45",".","57","21"
"06/14/2021","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","45",".","48","33"
"06/15/2021","61","Ozone","Leonia","34-003-0006","AQS","7","61","14","53","30"
"06/16/2021","49","Ozone","Leonia","34-003-0006","AQS","6","49",".","41","19"
"06/17/2021","80","Ozone","Leonia","34-003-0006","AQS","5","80",".","40","35"
"06/18/2021","136","Ozone","Leonia","34-003-0006","AQS","7","136","15","57","47"
"06/19/2021","105","Ozone","BABYLON","36-103-0002","AQS","8","105",".","63","29"
"06/20/2021","84","Ozone","BABYLON","36-103-0002","AQS","8","84",".","59","25"
"06/21/2021","66","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","48","25","66","35"
"06/22/2021","43","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","32",".","43","34"
"06/23/2021","49","Ozone","Leonia","34-003-0006","AQS","6","49",".","42","28"
"06/24/2021","87","Ozone","Leonia","34-003-0006","AQS","8","87","7","48","40"
"06/25/2021","67","Ozone","Rockland County","36-087-0005","AQS","9","67",".","47","33"
"06/26/2021","55","PM2.5","Newark Firehouse","34-013-0003","AQS","8","22",".","55","15"
"06/27/2021","58","PM2.5","Jersey City Firehouse","34-017-1003","AQS","8","38","20","58","16"
"06/28/2021","71","Ozone","CCNY","36-061-0135","AQS","9","71",".","58","25"
"06/29/2021","108","Ozone","CCNY","36-061-0135","AQS","9","108",".","58","26"
"06/30/2021","105","Ozone","Flax Pond","36-103-0044","AQS","8","105","18","61","26"
"07/01/2021","55","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","41",".","55","37"
"07/02/2021","42","PM2.5","Jersey City Firehouse","34-017-1003","AQS","9","42",".","42","39"
"07/03/2021","32","PM2.5","PS 314","36-047-0052","AQS","8","15","7","32","14"
"07/04/2021","98","PM2.5","EISENHOWER PARK","36-059-0005","AQS","8","40",".","98","22"
"07/05/2021","99","PM2.5","Jersey City Firehouse","34-017-1003","AQS","9","54",".","99","27"
"07/06/2021","100","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","9","100","26","71","25"
"07/07/2021","143","Ozone","Flax Pond","36-103-0044","AQS","9","143",".","78","32"
"07/08/2021","69","PM2.5","Rutgers University","34-023-0011","AQS","9","45",".","69","38"
"07/09/2021","66","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","39","12","66","27"
"07/10/2021","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","44",".","52","30"
"07/11/2021","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","46",".","57","15"
"07/12/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","41","13","58","36"
"07/13/2021","55","PM2.5","Jersey City Firehouse","34-017-1003","AQS","7","28",".","55","24"
"07/14/2021","93","Ozone","BABYLON","36-103-0002","AQS","7","93",".","63","32"
"07/15/2021","101","Ozone","WHITE PLAINS","36-119-2004","AQS","8","101","20","67","37"
"07/16/2021","101","Ozone","Flax Pond","36-103-0044","AQS","7","101",".","68","35"
"07/17/2021","80","Ozone","WHITE PLAINS","36-119-2004","AQS","8","80",".","65","51"
"07/18/2021","39","PM2.5","IS 52","36-005-0110","AQS","10","39","8","39","15"
"07/19/2021","58","PM2.5","Toms River","34-029-2002","AQS","10","37",".","58","30"
"07/20/2021","156","PM2.5","IS 52","36-005-0110","AQS","10","93",".","156","27"
"07/21/2021","113","PM2.5","Rutgers University","34-023-0011","AQS","10","87","45","113","38"
"07/22/2021","52","PM2.5","Toms River","34-029-2002","AQS","6","43",".","52","24"
"07/23/2021","61","Ozone","Monmouth University","34-025-0005","AQS","7","61",".","56","36"
"07/24/2021","57","PM2.5","Rutgers University","34-023-0011","AQS","9","48","15","57","27"
"07/25/2021","65","PM2.5","IS 52","36-005-0110","AQS","8","46",".","65","19"
"07/26/2021","154","Ozone","Monmouth University","34-025-0005","AQS","8","154",".","97","42"
"07/27/2021","122","Ozone","CCNY","36-061-0135","AQS","10","122","35","97","83"
"07/28/2021","77","Ozone","Colliers Mills","34-029-0006","AQS","6","77",".","64","32"
"07/29/2021","63","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","44",".","63","41"
"07/30/2021","58","PM2.5","Newark Firehouse","34-013-0003","AQS","7","45",".","58","23"
"07/31/2021","43","Ozone","BABYLON","36-103-0002","AQS","5","43",".","40","27"
"08/01/2021","49","PM2.5","Flemington","34-019-0001","AQS","7","47",".","49","26"
"08/02/2021","51","PM2.5","Newark Firehouse","34-013-0003","AQS","6","38","15","51","20"
"08/03/2021","46","PM2.5","Toms River","34-029-2002","AQS","7","41",".","46","38"
"08/04/2021","55","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","45",".","55","48"
"08/05/2021","90","Ozone","Monmouth University","34-025-0005","AQS","6","90","13","56","21"
"08/06/2021","129","Ozone","Rutgers University","34-023-0011","AQS","8","129",".","68","37"
"08/07/2021","101","Ozone","WHITE PLAINS","36-119-2004","AQS","8","101",".","59","36"
"08/08/2021","67","Ozone","Flemington","34-019-0001","AQS","6","67","11","57","13"
"08/09/2021","58","PM2.5","NEWBURGH","36-071-0002","AQS","7","50",".","58","30"
"08/10/2021","80","PM2.5","NEWBURGH","36-071-0002","AQS","7","54",".","80","36"
"08/11/2021","97","Ozone","Leonia","34-003-0006","AQS","8","97","17","63","32"
"08/12/2021","93","Ozone","Flax Pond","36-103-0044","AQS","7","93",".","60","33"
"08/13/2021","133","Ozone","BABYLON","36-103-0002","AQS","9","133",".","60","30"
"08/14/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","58","14","58","27"
"08/15/2021","64","Ozone","FRESHKILLS WEST","36-085-0111","AQS","6","64",".","48","26"
"08/16/2021","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","51",".","54","27"
"08/17/2021","43","PM2.5","Jersey City Firehouse","34-017-1003","AQS","7","36","13","43","27"
"08/18/2021","42","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","32",".","42","26"
"08/19/2021","35","Ozone","Colliers Mills","34-029-0006","AQS","7","35",".","31","14"
"08/20/2021","42","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","36","11","42","35"
"08/21/2021","49","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","45",".","49","31"
"08/22/2021","38","PM2.5","IS 52","36-005-0110","AQS","7","32",".","38","22"
"08/23/2021","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","37","7","52","39"
"08/24/2021","77","Ozone","BABYLON","36-103-0002","AQS","8","77",".","55","67"
"08/25/2021","122","Ozone","FRESHKILLS WEST","36-085-0111","AQS","10","122",".","65","63"
"08/26/2021","150","Ozone","PFIZER LAB SITE","36-005-0133","AQS","10","150","31","83","41"
"08/27/2021","154","Ozone","BABYLON","36-103-0002","AQS","9","154",".","86","46"
"08/28/2021","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","38",".","53","24"
"08/29/2021","45","PM2.5","PS 314","36-047-0052","AQS","9","31","17","45","30"
"08/30/2021","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","47",".","58","34"
"08/31/2021","59","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","48",".","59","41"
"09/01/2021","62","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","36","15","62","40"
"09/02/2021","34","PM2.5","Newark Firehouse","34-013-0003","AQS","6","34",".","34","16"
"09/03/2021","24","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","24",".","24","21"
"09/04/2021","36","Ozone","BABYLON","36-103-0002","AQS","8","36","7","30","21"
"09/05/2021","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","36",".","54","24"
"09/06/2021","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","47",".","55","23"
"09/07/2021","51","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","50","22","51","31"
"09/08/2021","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","47",".","57","26"
"09/09/2021","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","38",".","53","36"
"09/10/2021","40","PM2.5","Newark Firehouse","34-013-0003","AQS","8","32","6","40","28"
"09/11/2021","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","45",".","48","32"
"09/12/2021","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","49",".","57","29"
"09/13/2021","65","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","49","25","65","26"
"09/14/2021","55","PM2.5","Toms River","34-029-2002","AQS","9","50",".","55","34"
"09/15/2021","69","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","58",".","69","37"
"09/16/2021","45","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","44","10","45","40"
"09/17/2021","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","33",".","57","34"
"09/18/2021","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","46",".","52","22"
"09/19/2021","61","PM2.5","Jersey City Firehouse","34-017-1003","AQS","7","43","13","61","29"
"09/20/2021","49","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","41",".","49","29"
"09/21/2021","40","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","32",".","40","30"
"09/22/2021","52","PM2.5","PFIZER LAB SITE","36-005-0133","AQS","9","34","16","52","32"
"09/23/2021","47","PM2.5","PS 314","36-047-0052","AQS","8","34",".","47","21"
"09/24/2021","43","PM2.5","Newark Firehouse","34-013-0003","AQS","7","41",".","43","35"
"09/25/2021","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","49","15","54","32"
"09/26/2021","45","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","38",".","45","26"
"09/27/2021","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","50",".","55","26"
"09/28/2021","52","PM2.5","Jersey City Firehouse","34-017-1003","AQS","8","32","13","52","28"
"09/29/2021","36","PM2.5","Jersey City Firehouse","34-017-1003","AQS","5","31",".","36","21"
"09/30/2021","26","PM2.5","Jersey City Firehouse","34-017-1003","AQS","5","22",".","26","21"
"10/01/2021","41","PM2.5","Jersey City Firehouse","34-017-1003","AQS","8","26","15","41","28"
"10/02/2021","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","44",".","52","34"
"10/03/2021","63","PM2.5","Rutgers University","34-023-0011","AQS","9","51",".","63","46"
"10/04/2021","63","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","39","19","63","34"
"10/05/2021","39","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","23",".","39","25"
"10/06/2021","52","PM2.5","Rutgers University","34-023-0011","AQS","7","30",".","52","29"
"10/07/2021","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","39","23","55","39"
"10/08/2021","64","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","44",".","64","43"
"10/09/2021","53","PM2.5","IS 52","36-005-0110","AQS","8","33",".","53","20"
"10/10/2021","55","PM2.5","BABYLON","36-103-0002","AQS","6","31","14","55","17"
"10/11/2021","43","PM2.5","PS 314","36-047-0052","AQS","7","39",".","43","28"
"10/12/2021","49","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","37",".","49","31"
"10/13/2021","55","PM2.5","IS 74","36-005-0112","AQS","10","35","19","55","36"
"10/14/2021","56","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","35",".","56","39"
"10/15/2021","63","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","48",".","63","54"
"10/16/2021","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","49","14","55","28"
"10/17/2021","29","Ozone","RIVERHEAD","36-103-0004","AQS","6","29",".","27","15"
"10/18/2021","29","Ozone","Colliers Mills","34-029-0006","AQS","6","29",".","24","25"
"10/19/2021","39","Ozone","Ramapo","34-031-5001","AQS","7","39","11","31","28"
"10/20/2021","56","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","48",".","56","38"
"10/21/2021","59","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","54",".","59","44"
"10/22/2021","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","37","9","54","28"
"10/23/2021","31","PM2.5","PS 274","36-047-0118","AQS","7","26",".","31","18"
"10/24/2021","43","PM2.5","IS 52","36-005-0110","AQS","9","32",".","43","26"
"10/25/2021","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","42","17","55","42"
