"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"05/11/2020","39","Ozone","MT NINHAM","36-079-0005","AQS","5","39",".","36","36"
"05/12/2020","44","Ozone","BABYLON","36-103-0002","AQS","5","44",".","26","23"
"05/13/2020","47","Ozone","Colliers Mills","34-029-0006","AQS","3","47",".","36","45"
"05/14/2020","52","PM2.5","Rutgers University","34-023-0011","AQS","8","51",".","52","51"
"05/15/2020","64","Ozone","Rutgers University","34-023-0011","AQS","3","64",".","61","29"
"05/16/2020","45","Ozone","FRESHKILLS WEST","36-085-0111","AQS","3","45",".","42","27"
"05/17/2020","45","Ozone","MILLBROOK","36-027-0007","AQS","3","45",".","38","13"
"05/18/2020","46","Ozone","Ramapo","34-031-5001","AQS","3","46",".","31","46"
"05/19/2020","44","Ozone","MILLBROOK","36-027-0007","AQS","3","44",".","40","26"
"05/20/2020","44","Ozone","MILLBROOK","36-027-0007","AQS","2","44",".","33","25"
"05/21/2020","54","PM2.5","Newark Firehouse","34-013-0003","AQS","5","49","17","54","41"
"05/22/2020","55","PM2.5","Newark Firehouse","34-013-0003","AQS","6","46",".","55","36"
"05/23/2020","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","39",".","53","27"
"05/24/2020","46","PM2.5","Rutgers University","34-023-0011","AQS","7","42",".","46","17"
"05/25/2020","53","PM2.5","Newark Firehouse","34-013-0003","AQS","5","36",".","53","27"
"05/26/2020","53","PM2.5","IS 52","36-005-0110","AQS","5","50",".","53","29"
"05/27/2020","42","Ozone","MILLBROOK","36-027-0007","AQS","3","42","5","40","23"
"05/28/2020","46","PM2.5","Newark Firehouse","34-013-0003","AQS","3","20",".","46","23"
"05/29/2020","51","PM2.5","Newark Firehouse","34-013-0003","AQS","3","31",".","51","27"
"05/30/2020","49","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","44",".","49","21"
"05/31/2020","34","Ozone","Chester","34-027-3001","AQS","3","34",".","24","8"
"06/01/2020","41","Ozone","Monmouth University","34-025-0005","AQS","5","41",".","32","39"
"06/02/2020","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","48","16","52","40"
"06/03/2020","62","PM2.5","Newark Firehouse","34-013-0003","AQS","11","54",".","62","40"
"06/04/2020","97","Ozone","Rutgers University","34-023-0011","AQS","14","97",".","54","40"
"06/05/2020","55","PM2.5","IS 52","36-005-0110","AQS","15","43",".","55","39"
"06/06/2020","64","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","5","64",".","53","26"
"06/07/2020","38","Ozone","RIVERHEAD","36-103-0004","AQS","3","38",".","34","20"
"06/08/2020","41","Ozone","BABYLON","36-103-0002","AQS","6","41","10","32","36"
"06/09/2020","112","Ozone","Rutgers University","34-023-0011","AQS","7","112",".","56","39"
"06/10/2020","100","Ozone","Ramapo","34-031-5001","AQS","7","100",".","65","38"
"06/11/2020","56","PM2.5","IS 52","36-005-0110","AQS","6","36",".","56","29"
"06/12/2020","80","Ozone","BABYLON","36-103-0002","AQS","6","80",".","53","24"
"06/13/2020","51","Ozone","Monmouth University","34-025-0005","AQS","3","51",".","36","8"
"06/14/2020","44","Ozone","Rutgers University","34-023-0011","AQS","2","44","6","28","16"
"06/15/2020","44","Ozone","Flemington","34-019-0001","AQS","3","44",".","42","25"
"06/16/2020","45","Ozone","Flemington","34-019-0001","AQS","3","45",".","44","39"
"06/17/2020","52","PM2.5","Newark Firehouse","34-013-0003","AQS","3","49",".","52","26"
"06/18/2020","41","PM2.5","Fort Lee Near Road","34-003-0010","AQS","3","28",".","41","17"
"06/19/2020","47","Ozone","WHITE PLAINS","36-119-2004","AQS","6","47",".","46","25"
"06/20/2020","74","Ozone","WHITE PLAINS","36-119-2004","AQS","6","74","13","58","32"
"06/21/2020","58","Ozone","WHITE PLAINS","36-119-2004","AQS","7","58",".","55","29"
"06/22/2020","90","Ozone","WHITE PLAINS","36-119-2004","AQS","6","90",".","47","27"
"06/23/2020","93","Ozone","Rockland County","36-087-0005","AQS","7","93",".","58","37"
"06/24/2020","64","Ozone","BABYLON","36-103-0002","AQS","7","64",".","61","36"
"06/25/2020","87","Ozone","WHITE PLAINS","36-119-2004","AQS","6","87",".","52","43"
"06/26/2020","108","Ozone","BABYLON","36-103-0002","AQS","6","108","16","54","40"
"06/27/2020","73","PM2.5","NEWBURGH","36-071-0002","AQS","7","49",".","73","33"
"06/28/2020","67","Ozone","PFIZER LAB SITE","36-005-0133","AQS","15","67",".","58","25"
"06/29/2020","67","Ozone","Monmouth University","34-025-0005","AQS","6","67",".","52","27"
"06/30/2020","46","Ozone","Monmouth University","34-025-0005","AQS","5","46",".","38","37"
"07/01/2020","71","Ozone","BABYLON","36-103-0002","AQS","8","71",".","54","43"
"07/02/2020","80","Ozone","BABYLON","36-103-0002","AQS","5","80","17","57","32"
"07/03/2020","93","Ozone","Monmouth University","34-025-0005","AQS","8","93",".","67","25"
"07/04/2020","77","PM2.5","MORRISANIA","36-005-0080","AQS","15","50",".","77","13"
"07/05/2020","83","PM2.5","NEWBURGH","36-071-0002","AQS","15","77","19","83","39"
"07/06/2020","108","Ozone","Leonia","34-003-0006","AQS","17","108",".","69","57"
"07/07/2020","58","PM2.5","Newark Firehouse","34-013-0003","AQS","6","46",".","58","25"
"07/08/2020","79","PM2.5","Chester","34-027-3001","AQS","8","37","20","79","41"
"07/09/2020","87","Ozone","Rockland County","36-087-0005","AQS","8","87",".","56","25"
"07/10/2020","60","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","26",".","60","19"
"07/11/2020","47","PM2.5","Toms River","34-029-2002","AQS","9","45","11","47","22"
"07/12/2020","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","49",".","52","17"
"07/13/2020","87","Ozone","BABYLON","36-103-0002","AQS","6","87",".","51","25"
"07/14/2020","44","Ozone","Monmouth University","34-025-0005","AQS","5","44","10","39","22"
"07/15/2020","49","Ozone","Chester","34-027-3001","AQS","11","49",".","46","23"
"07/16/2020","38","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","35",".","38","19"
"07/17/2020","55","PM2.5","Newark Firehouse","34-013-0003","AQS","9","45","15","55","28"
"07/18/2020","97","Ozone","BABYLON","36-103-0002","AQS","9","97",".","61","29"
"07/19/2020","100","Ozone","PFIZER LAB SITE","36-005-0133","AQS","10","100",".","66","21"
"07/20/2020","133","Ozone","BABYLON","36-103-0002","AQS","8","133","19","61","28"
"07/21/2020","80","Ozone","CCNY","36-061-0135","AQS","9","80",".","54","31"
"07/22/2020","112","Ozone","Leonia","34-003-0006","AQS","13","112",".","61","37"
"07/23/2020","61","Ozone","WHITE PLAINS","36-119-2004","AQS","11","61","11","56","23"
"07/24/2020","52","PM2.5","Fort Lee Near Road","34-003-0010","AQS","11","40",".","52","38"
"07/25/2020","90","Ozone","CCNY","36-061-0135","AQS","10","90",".","59","28"
"07/26/2020","80","Ozone","BABYLON","36-103-0002","AQS","9","80","14","57","18"
"07/27/2020","115","Ozone","RIVERHEAD","36-103-0004","AQS","8","115",".","64","28"
"07/28/2020","108","Ozone","HOLTSVILLE","36-103-0009","AQS","8","108",".","74","23"
"07/29/2020","84","Ozone","Leonia","34-003-0006","AQS","5","84","15","61","35"
"07/30/2020","140","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","5","140",".","61","43"
"07/31/2020","61","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","5","61",".","53","42"
"08/01/2020","90","Ozone","Monmouth University","34-025-0005","AQS","8","90","15","58","47"
"08/02/2020","62","PM2.5","Newark Firehouse","34-013-0003","AQS","5","41",".","62","13"
"08/03/2020","71","Ozone","RIVERHEAD","36-103-0004","AQS","3","71",".","52","29"
"08/04/2020","66","PM2.5","Elizabeth Lab","34-039-0004","AQS","3","33","17","66","30"
"08/05/2020","105","Ozone","RIVERHEAD","36-103-0004","AQS","6","105",".","54","31"
"08/06/2020","80","Ozone","PFIZER LAB SITE","36-005-0133","AQS","11","80",".","57","46"
"08/07/2020","64","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","10","64","18","60","43"
"08/08/2020","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","50",".","52","26"
"08/09/2020","64","Ozone","PFIZER LAB SITE","36-005-0133","AQS","6","64",".","54","20"
"08/10/2020","119","Ozone","Leonia","34-003-0006","AQS","7","119","21","63","25"
"08/11/2020","64","Ozone","MILLBROOK","36-027-0007","AQS","7","64",".","60","29"
"08/12/2020","80","Ozone","CCNY","36-061-0135","AQS","7","80",".","65","42"
"08/13/2020","64","PM2.5","PS 314","36-047-0052","AQS","8","44","20","64","45"
"08/14/2020","63","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","51",".","63","34"
"08/15/2020","59","PM2.5","Elizabeth Lab","34-039-0004","AQS","15","41",".","59","32"
"08/16/2020","49","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","24","9","49","11"
"08/17/2020","51","PM2.5","Fort Lee Near Road","34-003-0010","AQS","6","43",".","51","31"
"08/18/2020","67","Ozone","HOLTSVILLE","36-103-0009","AQS","7","67",".","51","35"
"08/19/2020","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","44","16","58","42"
"08/20/2020","49","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","9","49",".","47","30"
"08/21/2020","64","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","8","64",".","61","26"
"08/22/2020","74","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","7","74","11","57","22"
"08/23/2020","67","Ozone","Rockland County","36-087-0005","AQS","8","67",".","58","24"
"08/24/2020","87","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","8","87",".","52","27"
"08/25/2020","71","Ozone","BABYLON","36-103-0002","AQS","7","71","20","60","27"
"08/26/2020","33","Ozone","BABYLON","36-103-0002","AQS","7","33",".","30","26"
"08/27/2020","74","Ozone","BABYLON","36-103-0002","AQS","8","74",".","65","33"
"08/28/2020","64","Ozone","BABYLON","36-103-0002","AQS","8","64","11","55","29"
"08/29/2020","51","PM2.5","Toms River","34-029-2002","AQS","11","31",".","51","26"
"08/30/2020","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","30",".","52","25"
"08/31/2020","44","PM2.5","Newark Firehouse","34-013-0003","AQS","8","31","10","44","27"
"09/01/2020","43","PM2.5","Newark Firehouse","34-013-0003","AQS","9","31",".","43","33"
"09/02/2020","52","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","31",".","52","27"
"09/03/2020","77","Ozone","BABYLON","36-103-0002","AQS","7","77","11","55","35"
"09/04/2020","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","11","45",".","58","29"
"09/05/2020","49","PM2.5","Newark Firehouse","34-013-0003","AQS","11","48",".","49","20"
"09/06/2020","67","Ozone","QUEENS COLLEGE 2","36-081-0124","AQS","10","67","15","55","20"
"09/07/2020","55","PM2.5","Newark Firehouse","34-013-0003","AQS","20","42",".","55","29"
"09/08/2020","54","Ozone","Rockland County","36-087-0005","AQS","22","54",".","53","28"
"09/09/2020","55","PM2.5","Fort Lee Near Road","34-003-0010","AQS","23","46","15","55","34"
"09/10/2020","53","PM2.5","Newark Firehouse","34-013-0003","AQS","8","24",".","53","28"
"09/11/2020","60","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","30",".","60","25"
"09/12/2020","34","PM2.5","Rutgers University","34-023-0011","AQS","5","31","12","34","17"
"09/13/2020","44","PM2.5","Fort Lee Near Road","34-003-0010","AQS","5","31",".","44","21"
"09/14/2020","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","31",".","53","20"
"09/15/2020","40","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","30","9","40","29"
"09/16/2020","46","PM2.5","Toms River","34-029-2002","AQS","7","32",".","46","46"
"09/17/2020","55","PM2.5","Newark Firehouse","34-013-0003","AQS","7","37",".","55","34"
"09/18/2020","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","30","17","57","21"
"09/19/2020","43","PM2.5","Flemington","34-019-0001","AQS","5","32",".","43","23"
"09/20/2020","45","PM2.5","Flemington","34-019-0001","AQS","6","31",".","45","23"
"09/21/2020","39","PM2.5","Flemington","34-019-0001","AQS","7","30","7","39","36"
"09/22/2020","44","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","39",".","44","28"
"09/23/2020","60","NO2","Jersey City","34-017-1002","AQS","9","49",".","55","60"
"09/24/2020","68","PM2.5","Queens College Near Road","36-081-0125","AQS","10","43","41","68","53"
"09/25/2020","80","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","58",".","80","43"
"09/26/2020","64","PM2.5","Newark Firehouse","34-013-0003","AQS","9","42",".","64","30"
"09/27/2020","53","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","37","8","53","29"
"09/28/2020","51","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","33",".","51","23"
"09/29/2020","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","28",".","52","32"
"09/30/2020","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","33","7","55","26"
"10/01/2020","46","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","40",".","46","27"
"10/02/2020","36","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","35",".","36","30"
"10/03/2020","46","PM2.5","Rutgers University","34-023-0011","AQS","8","32","6","46","25"
"10/04/2020","56","PM2.5","Rutgers University","34-023-0011","AQS","10","36",".","56","28"
"10/05/2020","44","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","37",".","44","43"
"10/06/2020","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","44","17","57","43"
"10/07/2020","58","PM2.5","Jersey City Firehouse","34-017-1003","AQS","6","47",".","58","28"
"10/08/2020","30","Ozone","RIVERHEAD","36-103-0004","AQS","3","30",".","27","30"
"10/09/2020","49","PM2.5","Newark Firehouse","34-013-0003","AQS","6","39","15","49","37"
"10/10/2020","55","PM2.5","Newark Firehouse","34-013-0003","AQS","7","36",".","55","21"
"10/11/2020","58","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","30",".","58","16"
"10/12/2020","30","Ozone","Colliers Mills","34-029-0006","AQS","5","30","5","26","25"
"10/13/2020","30","Ozone","BABYLON","36-103-0002","AQS","6","30",".","24","20"
"10/14/2020","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","39",".","54","42"
"10/15/2020","56","PM2.5","Newark Firehouse","34-013-0003","AQS","8","47","14","56","40"
"10/16/2020","39","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","37",".","39","28"
"10/17/2020","58","PM2.5","Rahway","34-039-2003","AQS","15","31",".","58","38"
"10/18/2020","65","PM2.5","Elizabeth Lab","34-039-0004","AQS","19","33","16","65","34"
"10/19/2020","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","34",".","53","42"
"10/20/2020","56","PM2.5","Fort Lee Near Road","34-003-0010","AQS","8","31",".","56","35"
"10/21/2020","55","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","26","12","55","31"
"10/22/2020","80","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","28",".","80","39"
"10/23/2020","63","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","35",".","63","30"
"10/24/2020","48","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","27","9","48","19"
"10/25/2020","27","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","26",".","27","19"
