"Date","Overall AQI Value","Main Pollutant","Site Name (of Overall AQI)","Site ID (of Overall AQI)","Source (of Overall AQI)","CO","Ozone","PM10","PM25","NO2"
"10/26/2020","55","PM2.5","Fort Lee Near Road","34-003-0010","AQS","10","31",".","55","33"
"10/27/2020","46","PM2.5","Elizabeth Lab","34-039-0004","AQS","10","31","6","46","25"
"10/28/2020","41","PM2.5","Fort Lee Near Road","34-003-0010","AQS","9","17",".","41","29"
"10/29/2020","41","PM2.5","Elizabeth Lab","34-039-0004","AQS","9","28",".","41","36"
"10/30/2020","37","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","31","3","37","30"
"10/31/2020","53","PM2.5","Toms River","34-029-2002","AQS","8","30",".","53","29"
"11/01/2020","55","PM2.5","Flemington","34-019-0001","AQS","6","32",".","55","26"
"11/02/2020","47","PM2.5","Intermediate School 143","36-061-0115","AQS","3","33","5","47","34"
"11/03/2020","55","PM2.5","Intermediate School 143","36-061-0115","AQS","5","31",".","55","35"
"11/04/2020","57","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","42",".","57","45"
"11/05/2020","62","PM2.5","Rahway","34-039-2003","AQS","10","41","19","62","49"
"11/06/2020","65","PM2.5","Rahway","34-039-2003","AQS","10","45",".","65","44"
"11/07/2020","75","PM2.5","EISENHOWER PARK","36-059-0005","AQS","13","49",".","75","52"
"11/08/2020","93","PM2.5","Newark Firehouse","34-013-0003","AQS","22","49","34","93","74"
"11/09/2020","99","PM2.5","Newark Firehouse","34-013-0003","AQS","28","44",".","99","90"
"11/10/2020","71","PM2.5","Elizabeth Lab","34-039-0004","AQS","16","33",".","71","41"
"11/11/2020","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","24","12","52","28"
"11/12/2020","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","23",".","52","25"
"11/13/2020","42","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","24",".","42","25"
"11/14/2020","71","PM2.5","Rahway","34-039-2003","AQS","8","31",".","71","34"
"11/15/2020","77","PM2.5","Rutgers University","34-023-0011","AQS","13","39",".","77","34"
"11/16/2020","52","PM2.5","Jersey City Firehouse","34-017-1003","AQS","11","31",".","52","41"
"11/17/2020","57","PM2.5","Intermediate School 143","36-061-0115","AQS","13","33","9","57","43"
"11/18/2020","44","PM2.5","Fort Lee Near Road","34-003-0010","AQS","3","32",".","44","31"
"11/19/2020","49","PM2.5","Flemington","34-019-0001","AQS","6","31",".","49","40"
"11/20/2020","57","PM2.5","Flemington","34-019-0001","AQS","6","33",".","57","42"
"11/21/2020","62","PM2.5","Rutgers University","34-023-0011","AQS","6","34",".","62","37"
"11/22/2020","42","PM2.5","IS 52","36-005-0110","AQS","5","32",".","42","21"
"11/23/2020","51","PM2.5","Fort Lee Near Road","34-003-0010","AQS","5","31","13","51","40"
"11/24/2020","47","PM2.5","Queens College Near Road","36-081-0125","AQS","8","28",".","47","34"
"11/25/2020","53","PM2.5","Elizabeth Lab","34-039-0004","AQS","8","28",".","53","43"
"11/26/2020","52","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","34",".","52","34"
"11/27/2020","53","PM2.5","EISENHOWER PARK","36-059-0005","AQS","8","25",".","53","32"
"11/28/2020","46","PM2.5","Elizabeth Lab","34-039-0004","AQS","7","27",".","46","30"
"11/29/2020","60","PM2.5","Flemington","34-019-0001","AQS","7","29","11","60","36"
"11/30/2020","54","PM2.5","Flemington","34-019-0001","AQS","9","31",".","54","45"
"12/01/2020","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","25",".","54","27"
"12/02/2020","38","PM2.5","Intermediate School 143","36-061-0115","AQS","2","31","6","38","25"
"12/03/2020","52","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","29",".","52","40"
"12/04/2020","55","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","23",".","55","35"
"12/05/2020","55","PM2.5","RICHMOND POST OFFICE","36-085-0055","AQS","6","24","6","55","34"
"12/06/2020","31","Ozone","Chester","34-027-3001","AQS","2","31",".","27","14"
"12/07/2020","41","NO2","Fort Lee Near Road","34-003-0010","AQS","6","31",".","35","41"
"12/08/2020","39","PM2.5","Newark Firehouse","34-013-0003","AQS","3","29","6","39","31"
"12/09/2020","61","PM2.5","Elizabeth Lab","34-039-0004","AQS","6","23",".","61","37"
"12/10/2020","55","PM2.5","Fort Lee Near Road","34-003-0010","AQS","11","29",".","55","42"
"12/11/2020","73","PM2.5","Elizabeth Lab","34-039-0004","AQS","16","30","25","73","53"
"12/12/2020","127","PM2.5","Newark Firehouse","34-013-0003","AQS","17","34",".","127","52"
"12/13/2020","68","PM2.5","Rahway","34-039-2003","AQS","14","29",".","68","35"
"12/14/2020","43","PM2.5","Jersey City Firehouse","34-017-1003","AQS","6","25","4","43","27"
"12/15/2020","39","PM2.5","Intermediate School 143","36-061-0115","AQS","5","28",".","39","29"
"12/16/2020","36","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","31",".","36","36"
"12/17/2020","39","PM2.5","PS 314","36-047-0052","AQS","3","33","6","39","31"
"12/18/2020","52","PM2.5","Jersey City Firehouse","34-017-1003","AQS","7","32",".","52","45"
"12/19/2020","64","PM2.5","NEWBURGH","36-071-0002","AQS","9","28",".","64","47"
"12/20/2020","80","PM2.5","Flemington","34-019-0001","AQS","9","16",".","80","42"
"12/21/2020","87","PM2.5","Flemington","34-019-0001","AQS","11","25",".","87","46"
"12/22/2020","74","PM2.5","Fort Lee Near Road","34-003-0010","AQS","7","33",".","74","31"
"12/23/2020","51","PM2.5","Newark Firehouse","34-013-0003","AQS","7","31","10","51","37"
"12/24/2020","59","PM2.5","Toms River","34-029-2002","AQS","7","34",".","59","41"
"12/25/2020","55","PM2.5","CCNY","36-061-0135","AQS","5","38",".","55","12"
"12/26/2020","56","PM2.5","Elizabeth Lab","34-039-0004","AQS","3","23","8","56","14"
"12/27/2020","60","PM2.5","EISENHOWER PARK","36-059-0005","AQS","6","29",".","60","36"
"12/28/2020","60","PM2.5","Flemington","34-019-0001","AQS","6","30",".","60","42"
"12/29/2020","57","PM2.5","NEWBURGH","36-071-0002","AQS","7","34","8","57","33"
"12/30/2020","54","PM2.5","Elizabeth Lab","34-039-0004","AQS","5","32",".","54","41"
"12/31/2020","57","PM2.5","Intermediate School 143","36-061-0115","AQS","5","28",".","57","34"
